[2025-12-19 07:33:20] INFO: ========================================
[2025-12-19 07:33:20] INFO: 🚀 Backend listening on http://localhost:4000
[2025-12-19 07:33:20] INFO: NODE_ENV           : development
[2025-12-19 07:50:43] ERROR: Redis Client Error
[2025-12-19 07:50:45] ERROR: Redis Client Error
[2025-12-19 07:50:47] ERROR: Redis Client Error
[2025-12-19 07:50:49] ERROR: Redis Client Error
[2025-12-19 07:50:52] ERROR: Redis Client Error
[2025-12-19 07:50:54] ERROR: Redis Client Error
[2025-12-19 07:50:56] ERROR: Redis Client Error
[2025-12-19 07:50:58] ERROR: Redis Client Error
[2025-12-19 07:51:00] ERROR: Redis Client Error
[2025-12-19 07:51:02] ERROR: Redis Client Error
[2025-12-19 07:51:04] ERROR: Redis Client Error
[2025-12-19 07:51:06] ERROR: Redis Client Error
[2025-12-19 07:51:08] ERROR: Redis Client Error
[2025-12-19 07:51:11] ERROR: Redis Client Error
[2025-12-19 07:51:13] ERROR: Redis Client Error
[2025-12-19 07:51:15] ERROR: Redis Client Error
[2025-12-19 07:51:17] ERROR: Redis Client Error
[2025-12-19 07:51:19] ERROR: Redis Client Error
[2025-12-19 07:51:21] ERROR: Redis Client Error
[2025-12-19 07:51:23] ERROR: Redis Client Error
[2025-12-19 07:51:25] ERROR: Redis Client Error
[2025-12-19 07:51:27] ERROR: Redis Client Error
[2025-12-19 07:51:29] ERROR: Redis Client Error
[2025-12-19 07:51:31] ERROR: Redis Client Error
[2025-12-19 07:51:34] ERROR: Redis Client Error
[2025-12-19 07:51:36] ERROR: Redis Client Error
[2025-12-19 07:51:38] ERROR: Redis Client Error
[2025-12-19 07:51:40] ERROR: Redis Client Error
[2025-12-19 07:51:42] ERROR: Redis Client Error
[2025-12-19 07:51:44] ERROR: Redis Client Error
[2025-12-19 07:51:46] ERROR: Redis Client Error
[2025-12-19 07:51:48] ERROR: Redis Client Error
[2025-12-19 07:51:51] ERROR: Redis Client Error
[2025-12-19 07:51:53] ERROR: Redis Client Error
[2025-12-19 07:51:55] ERROR: Redis Client Error
[2025-12-19 07:51:57] ERROR: Redis Client Error
[2025-12-19 07:51:59] ERROR: Redis Client Error
[2025-12-19 07:52:01] ERROR: Redis Client Error
[2025-12-19 07:52:03] ERROR: Redis Client Error
[2025-12-19 07:52:05] ERROR: Redis Client Error
[2025-12-19 07:52:08] ERROR: Redis Client Error
[2025-12-19 07:52:10] ERROR: Redis Client Error
[2025-12-19 07:52:12] ERROR: Redis Client Error
[2025-12-19 07:52:14] ERROR: Redis Client Error
[2025-12-19 07:52:16] ERROR: Redis Client Error
[2025-12-19 07:52:18] ERROR: Redis Client Error
[2025-12-19 07:52:20] ERROR: Redis Client Error
[2025-12-19 07:52:22] ERROR: Redis Client Error
[2025-12-19 07:52:24] ERROR: Redis Client Error
[2025-12-19 07:52:26] ERROR: Redis Client Error
[2025-12-19 07:52:29] ERROR: Redis Client Error
[2025-12-19 07:52:31] ERROR: Redis Client Error
[2025-12-19 07:52:33] ERROR: Redis Client Error
[2025-12-19 07:52:35] ERROR: Redis Client Error
[2025-12-19 07:52:37] ERROR: Redis Client Error
[2025-12-19 07:52:39] ERROR: Redis Client Error
[2025-12-19 07:52:42] ERROR: Redis Client Error
[2025-12-19 07:52:44] ERROR: Redis Client Error
[2025-12-19 07:52:46] ERROR: Redis Client Error
[2025-12-19 07:52:48] ERROR: Redis Client Error
[2025-12-19 07:52:50] ERROR: Redis Client Error
[2025-12-19 07:52:52] ERROR: Redis Client Error
[2025-12-19 07:52:54] ERROR: Redis Client Error
[2025-12-19 07:52:56] ERROR: Redis Client Error
[2025-12-19 07:52:59] ERROR: Redis Client Error
[2025-12-19 07:53:01] ERROR: Redis Client Error
[2025-12-19 07:53:03] ERROR: Redis Client Error
[2025-12-19 07:53:05] ERROR: Redis Client Error
[2025-12-19 07:53:07] ERROR: Redis Client Error
[2025-12-19 07:53:09] ERROR: Redis Client Error
[2025-12-19 07:53:11] ERROR: Redis Client Error
[2025-12-19 07:53:14] ERROR: Redis Client Error
[2025-12-19 07:53:16] ERROR: Redis Client Error
[2025-12-19 07:53:18] ERROR: Redis Client Error
[2025-12-19 07:53:20] ERROR: Redis Client Error
[2025-12-19 07:53:22] ERROR: Redis Client Error
[2025-12-19 07:53:24] ERROR: Redis Client Error
[2025-12-19 07:53:26] ERROR: Redis Client Error
[2025-12-19 07:53:29] ERROR: Redis Client Error
[2025-12-19 07:53:31] ERROR: Redis Client Error
[2025-12-19 07:53:33] ERROR: Redis Client Error
[2025-12-19 07:53:35] ERROR: Redis Client Error
[2025-12-19 07:53:37] ERROR: Redis Client Error
[2025-12-19 07:53:39] ERROR: Redis Client Error
[2025-12-19 07:53:41] ERROR: Redis Client Error
[2025-12-19 07:53:43] ERROR: Redis Client Error
[2025-12-19 07:53:46] ERROR: Redis Client Error
[2025-12-19 07:53:48] ERROR: Redis Client Error
[2025-12-19 07:53:50] ERROR: Redis Client Error
[2025-12-19 07:53:52] ERROR: Redis Client Error
[2025-12-19 07:53:54] ERROR: Redis Client Error
[2025-12-19 07:53:56] ERROR: Redis Client Error
[2025-12-19 07:53:58] ERROR: Redis Client Error
[2025-12-19 07:54:00] ERROR: Redis Client Error
[2025-12-19 07:54:02] ERROR: Redis Client Error
[2025-12-19 07:54:05] ERROR: Redis Client Error
[2025-12-19 07:54:07] ERROR: Redis Client Error
[2025-12-19 07:54:09] ERROR: Redis Client Error
[2025-12-19 07:54:11] ERROR: Redis Client Error
[2025-12-19 07:54:13] ERROR: Redis Client Error
[2025-12-19 07:54:15] ERROR: Redis Client Error
[2025-12-19 07:54:17] ERROR: Redis Client Error
[2025-12-19 07:54:19] ERROR: Redis Client Error
[2025-12-19 07:54:21] ERROR: Redis Client Error
[2025-12-19 07:54:23] ERROR: Redis Client Error
[2025-12-19 07:54:26] ERROR: Redis Client Error
[2025-12-19 07:54:28] ERROR: Redis Client Error
[2025-12-19 07:54:30] ERROR: Redis Client Error
[2025-12-19 07:54:32] ERROR: Redis Client Error
[2025-12-19 07:54:34] ERROR: Redis Client Error
[2025-12-19 07:54:36] ERROR: Redis Client Error
[2025-12-19 07:54:38] ERROR: Redis Client Error
[2025-12-19 07:54:40] ERROR: Redis Client Error
[2025-12-19 07:54:42] ERROR: Redis Client Error
[2025-12-19 07:54:44] ERROR: Redis Client Error
[2025-12-19 07:54:47] ERROR: Redis Client Error
[2025-12-19 07:54:49] ERROR: Redis Client Error
[2025-12-19 07:54:51] ERROR: Redis Client Error
[2025-12-19 07:54:53] ERROR: Redis Client Error
[2025-12-19 07:54:55] ERROR: Redis Client Error
[2025-12-19 07:54:57] ERROR: Redis Client Error
[2025-12-19 07:54:59] ERROR: Redis Client Error
[2025-12-19 07:55:02] ERROR: Redis Client Error
[2025-12-19 07:55:04] ERROR: Redis Client Error
[2025-12-19 07:55:06] ERROR: Redis Client Error
[2025-12-19 07:55:08] ERROR: Redis Client Error
[2025-12-19 07:55:10] ERROR: Redis Client Error
[2025-12-19 07:55:12] ERROR: Redis Client Error
[2025-12-19 07:55:14] ERROR: Redis Client Error
[2025-12-19 07:55:16] ERROR: Redis Client Error
[2025-12-19 07:55:18] ERROR: Redis Client Error
[2025-12-19 07:55:20] ERROR: Redis Client Error
[2025-12-19 07:55:23] ERROR: Redis Client Error
[2025-12-19 07:55:25] ERROR: Redis Client Error
[2025-12-19 07:55:27] ERROR: Redis Client Error
[2025-12-19 07:55:29] ERROR: Redis Client Error
[2025-12-19 07:55:31] ERROR: Redis Client Error
[2025-12-19 07:55:33] ERROR: Redis Client Error
[2025-12-19 07:55:35] ERROR: Redis Client Error
[2025-12-19 07:55:37] ERROR: Redis Client Error
[2025-12-19 07:55:39] ERROR: Redis Client Error
[2025-12-19 07:55:41] ERROR: Redis Client Error
[2025-12-19 07:55:43] ERROR: Redis Client Error
[2025-12-19 07:55:45] ERROR: Redis Client Error
[2025-12-19 07:55:48] ERROR: Redis Client Error
[2025-12-19 07:55:50] ERROR: Redis Client Error
[2025-12-19 07:55:52] ERROR: Redis Client Error
[2025-12-19 07:55:54] ERROR: Redis Client Error
[2025-12-19 07:55:56] ERROR: Redis Client Error
[2025-12-19 07:55:58] ERROR: Redis Client Error
[2025-12-19 07:56:00] ERROR: Redis Client Error
